Image_id,Label,image_path,fold,oof_0,oof_1
id_02amazy34fgh2.jpg,1,../../data/image/id_02amazy34fgh2.jpg,4,0.00011442738468758762,0.9998855590820312
id_02mh3w48pmyc9.jpg,0,../../data/image/id_02mh3w48pmyc9.jpg,0,0.9992004036903381,0.000799603876657784
id_02rpb463h9d3w.jpg,0,../../data/image/id_02rpb463h9d3w.jpg,2,0.9999401569366455,5.981481081107631e-05
id_02wc3jeeao8ol.jpg,1,../../data/image/id_02wc3jeeao8ol.jpg,1,0.0002395669143879786,0.9997604489326477
id_03t2hapb8wz8p.jpg,1,../../data/image/id_03t2hapb8wz8p.jpg,1,0.00020887888967990875,0.9997910857200623
id_04xrxyd43rlgz.jpg,0,../../data/image/id_04xrxyd43rlgz.jpg,1,0.9968757629394531,0.0031241890974342823
id_05gqx7h8y6iye.jpg,1,../../data/image/id_05gqx7h8y6iye.jpg,2,4.722036828752607e-05,0.9999527931213379
id_06le9g89kqth5.jpg,1,../../data/image/id_06le9g89kqth5.jpg,3,2.927615696535213e-07,0.9999997615814209
id_082w0qygo3eth.jpg,0,../../data/image/id_082w0qygo3eth.jpg,2,0.9989696741104126,0.0010303593007847667
id_086yvmu3nnvbe.jpg,1,../../data/image/id_086yvmu3nnvbe.jpg,4,7.491378346458077e-05,0.9999251365661621
id_09v3am3ppzesz.jpg,0,../../data/image/id_09v3am3ppzesz.jpg,4,0.9999618530273438,3.811284477706067e-05
id_0bbnpqpkpbod3.jpg,1,../../data/image/id_0bbnpqpkpbod3.jpg,1,0.001058111316524446,0.998941957950592
id_0bd0chrhwa88r.jpg,1,../../data/image/id_0bd0chrhwa88r.jpg,1,0.0002577893028501421,0.9997422099113464
id_0d6mm3xcpbqkw.jpg,1,../../data/image/id_0d6mm3xcpbqkw.jpg,2,0.00033754072501324117,0.9996625185012817
id_0ff2fm63gzxvs.jpg,0,../../data/image/id_0ff2fm63gzxvs.jpg,0,0.9998811483383179,0.00011879816156579182
id_0g00jpbynmgfr.jpg,0,../../data/image/id_0g00jpbynmgfr.jpg,0,0.9980450868606567,0.001954863779246807
id_0gur3rc3nuft9.jpg,0,../../data/image/id_0gur3rc3nuft9.jpg,1,0.9994152784347534,0.0005847028805874288
id_0k7gdyyx5zunr.jpg,1,../../data/image/id_0k7gdyyx5zunr.jpg,3,1.637369280160783e-07,0.9999998807907104
id_0klqzvk8id4bt.jpg,0,../../data/image/id_0klqzvk8id4bt.jpg,0,0.9819691777229309,0.01803087815642357
id_0mytnx3vd7ebk.jpg,0,../../data/image/id_0mytnx3vd7ebk.jpg,4,0.9973068237304688,0.0026931301690638065
id_0ncnn142aww4v.jpg,1,../../data/image/id_0ncnn142aww4v.jpg,0,0.0006498966831713915,0.9993501305580139
id_0qm8i331u09jq.jpg,0,../../data/image/id_0qm8i331u09jq.jpg,1,0.9999229907989502,7.700601418036968e-05
id_0qrjnjx2nbbde.jpg,0,../../data/image/id_0qrjnjx2nbbde.jpg,1,0.9999560117721558,4.402175545692444e-05
id_0t41fhqaaqux9.jpg,0,../../data/image/id_0t41fhqaaqux9.jpg,4,0.9995653033256531,0.00043471500976011157
id_0t76933bwfswn.jpg,1,../../data/image/id_0t76933bwfswn.jpg,1,9.858591511147097e-05,0.9999014139175415
id_0t7gw6z26pabf.jpg,0,../../data/image/id_0t7gw6z26pabf.jpg,0,0.9996243715286255,0.00037556851748377085
id_0ub75edrc3qvg.jpg,1,../../data/image/id_0ub75edrc3qvg.jpg,3,1.8715914507083653e-07,0.9999997615814209
id_0unlhj59tv0p4.jpg,0,../../data/image/id_0unlhj59tv0p4.jpg,3,0.9942268133163452,0.005773194599896669
id_0vn4379vhh52p.jpg,1,../../data/image/id_0vn4379vhh52p.jpg,4,0.0001387501397402957,0.9998612403869629
id_0wq0ldha65pkf.jpg,0,../../data/image/id_0wq0ldha65pkf.jpg,3,0.999982476234436,1.7482956536696292e-05
id_0wtod6711rn7r.jpg,0,../../data/image/id_0wtod6711rn7r.jpg,2,0.9998095631599426,0.00019041857740376145
id_0xb2nvq2kqdst.jpg,1,../../data/image/id_0xb2nvq2kqdst.jpg,3,2.2140534383652266e-06,0.9999977350234985
id_0yb73f56l5r4f.jpg,0,../../data/image/id_0yb73f56l5r4f.jpg,4,0.9995554089546204,0.0004445803933776915
id_0z6gb99lwj01f.jpg,0,../../data/image/id_0z6gb99lwj01f.jpg,0,0.9998607635498047,0.000139197101816535
