Image_id,image_path,Label
id_00exusbkgzw1b.jpg,../../data/image/id_00exusbkgzw1b.jpg,0.05991243198513985
id_03dqinf6w0znv.jpg,../../data/image/id_03dqinf6w0znv.jpg,0.06618659850209951
id_046yl0cxn3ybz.jpg,../../data/image/id_046yl0cxn3ybz.jpg,0.9998194813728333
id_04athdtx2abyg.jpg,../../data/image/id_04athdtx2abyg.jpg,0.000961979987914674
id_062aauf9e9jk0.jpg,../../data/image/id_062aauf9e9jk0.jpg,0.0071085782023146745
id_0695b3b665yet.jpg,../../data/image/id_0695b3b665yet.jpg,0.0014624615403590723
id_06cueqs5yhekm.jpg,../../data/image/id_06cueqs5yhekm.jpg,0.9997779369354248
id_0826dbdkr8sxr.jpg,../../data/image/id_0826dbdkr8sxr.jpg,0.9995905160903931
id_09re5drh85tbo.jpg,../../data/image/id_09re5drh85tbo.jpg,0.001869592966977507
id_0adud1myz8tvz.jpg,../../data/image/id_0adud1myz8tvz.jpg,0.0750010322779417
id_0ahjbw1wygbq0.jpg,../../data/image/id_0ahjbw1wygbq0.jpg,0.9997077465057373
id_0ap0rrztgzllj.jpg,../../data/image/id_0ap0rrztgzllj.jpg,0.9983953952789306
id_0b2h9azccxoll.jpg,../../data/image/id_0b2h9azccxoll.jpg,0.9992699027061462
id_0j5gba6po16ug.jpg,../../data/image/id_0j5gba6po16ug.jpg,0.2566184550523758
id_0jubas2zt3q5z.jpg,../../data/image/id_0jubas2zt3q5z.jpg,0.10256905853748322
id_0k22wddgzt1nz.jpg,../../data/image/id_0k22wddgzt1nz.jpg,0.9998602032661438
id_0l90ghtsslv6g.jpg,../../data/image/id_0l90ghtsslv6g.jpg,0.9978046894073487
id_0mjphd3r2uejx.jpg,../../data/image/id_0mjphd3r2uejx.jpg,0.9997084379196167
id_0mlta27hqmml3.jpg,../../data/image/id_0mlta27hqmml3.jpg,0.004096034675603733
id_0myzqbh6fvzzv.jpg,../../data/image/id_0myzqbh6fvzzv.jpg,0.0019801842398010196
id_0npkw9g4y75oe.jpg,../../data/image/id_0npkw9g4y75oe.jpg,0.020841071661561728
id_0plgnufxxsnpp.jpg,../../data/image/id_0plgnufxxsnpp.jpg,0.0013855489320121705
id_0r2hd8hfafwbn.jpg,../../data/image/id_0r2hd8hfafwbn.jpg,0.0008754181355470792
id_0r98ohaux1wiy.jpg,../../data/image/id_0r98ohaux1wiy.jpg,0.0007170922384830192
id_0s5x8uduy6c3q.jpg,../../data/image/id_0s5x8uduy6c3q.jpg,0.999459981918335
id_0svp8i5wlcu3e.jpg,../../data/image/id_0svp8i5wlcu3e.jpg,0.002290823054499924
id_0tux9izvn7umd.jpg,../../data/image/id_0tux9izvn7umd.jpg,0.9997559785842896
id_0uc478pv0o6g3.jpg,../../data/image/id_0uc478pv0o6g3.jpg,0.004190464108251035
id_0uh3w9bijtewm.jpg,../../data/image/id_0uh3w9bijtewm.jpg,0.00889583951793611
id_0ura3hsgv5zvi.jpg,../../data/image/id_0ura3hsgv5zvi.jpg,0.001188251786516048
id_0wetngr9zyqm6.jpg,../../data/image/id_0wetngr9zyqm6.jpg,0.010306336171925067
id_0wj6be37uwbhi.jpg,../../data/image/id_0wj6be37uwbhi.jpg,0.0024600032600574197
id_0xkl0snlt2y3x.jpg,../../data/image/id_0xkl0snlt2y3x.jpg,0.9465142965316773
id_0zkr6vtyvjnu9.jpg,../../data/image/id_0zkr6vtyvjnu9.jpg,0.003492321772500873
id_11bvbznva2jo8.jpg,../../data/image/id_11bvbznva2jo8.jpg,0.05490227863192558
id_12dyq23fuo9nq.jpg,../../data/image/id_12dyq23fuo9nq.jpg,0.9996398568153382
id_1324iqtjw043w.jpg,../../data/image/id_1324iqtjw043w.jpg,0.007193897617980838
id_139an03qmrx59.jpg,../../data/image/id_139an03qmrx59.jpg,0.9993998289108277
id_13havygrd3v4w.jpg,../../data/image/id_13havygrd3v4w.jpg,0.9997745871543884
id_13hd8j23lrhaj.jpg,../../data/image/id_13hd8j23lrhaj.jpg,0.9995399475097656
id_14tsub43bkzzz.jpg,../../data/image/id_14tsub43bkzzz.jpg,0.002106686180923134
id_16dnkud8qq8l2.jpg,../../data/image/id_16dnkud8qq8l2.jpg,0.9994977712631226
id_17p5cvdpraxdh.jpg,../../data/image/id_17p5cvdpraxdh.jpg,0.002394370804540813
id_19x6g4taktv13.jpg,../../data/image/id_19x6g4taktv13.jpg,0.9998931884765625
id_1cx6hh7ewgqgx.jpg,../../data/image/id_1cx6hh7ewgqgx.jpg,0.999622392654419
id_1f5lcea4m8rnp.jpg,../../data/image/id_1f5lcea4m8rnp.jpg,0.9997460007667541
id_1k9faouq62mox.jpg,../../data/image/id_1k9faouq62mox.jpg,0.9998666763305664
id_1l4h0vhnud0ic.jpg,../../data/image/id_1l4h0vhnud0ic.jpg,0.9995973110198975
id_1lpnu4rqt5b9f.jpg,../../data/image/id_1lpnu4rqt5b9f.jpg,0.10083893984556198
id_1mg9d6um45a11.jpg,../../data/image/id_1mg9d6um45a11.jpg,0.9997322201728821
id_1mxmiinh3in5w.jpg,../../data/image/id_1mxmiinh3in5w.jpg,0.9931730151176452
id_1o0z9vydafcip.jpg,../../data/image/id_1o0z9vydafcip.jpg,0.988422966003418
id_1oyut0pu9ttwn.jpg,../../data/image/id_1oyut0pu9ttwn.jpg,0.9998111009597779
id_1p57tw8nzazla.jpg,../../data/image/id_1p57tw8nzazla.jpg,0.011506038997322322
id_1pmxhqqn398l2.jpg,../../data/image/id_1pmxhqqn398l2.jpg,0.9971033453941345
id_1rb86b8diqbkw.jpg,../../data/image/id_1rb86b8diqbkw.jpg,0.999871015548706
id_1u2q9ukp453ew.jpg,../../data/image/id_1u2q9ukp453ew.jpg,0.9997153282165527
id_1v75iehgemyt5.jpg,../../data/image/id_1v75iehgemyt5.jpg,0.9996459007263183
id_1v8w8sraqnbz2.jpg,../../data/image/id_1v8w8sraqnbz2.jpg,0.9989465951919556
id_1vzjypmfr35dl.jpg,../../data/image/id_1vzjypmfr35dl.jpg,0.9994867324829102
id_1wegwqn4mol4x.jpg,../../data/image/id_1wegwqn4mol4x.jpg,0.9942813396453858
id_1x288pfyh0tks.jpg,../../data/image/id_1x288pfyh0tks.jpg,0.9968758225440979
id_1yep96qak3c0q.jpg,../../data/image/id_1yep96qak3c0q.jpg,0.9998837590217591
id_1z0tnxk6yanpq.jpg,../../data/image/id_1z0tnxk6yanpq.jpg,0.0015740802336949855
id_20msjfwkgnpj2.jpg,../../data/image/id_20msjfwkgnpj2.jpg,0.9916007041931152
id_23u2523twmk3x.jpg,../../data/image/id_23u2523twmk3x.jpg,0.0028242201369721442
id_24kc7y2l44soo.jpg,../../data/image/id_24kc7y2l44soo.jpg,0.9998690843582153
id_24y48c27ilmqo.jpg,../../data/image/id_24y48c27ilmqo.jpg,0.010370946815237403
id_25kjf9gx2oph6.jpg,../../data/image/id_25kjf9gx2oph6.jpg,0.9964852929115295
id_26gvhdcwbps68.jpg,../../data/image/id_26gvhdcwbps68.jpg,0.999887752532959
