Image_id,image_path,Label
id_00exusbkgzw1b.jpg,../../data/image/id_00exusbkgzw1b.jpg,0.0005879345058929175
id_03dqinf6w0znv.jpg,../../data/image/id_03dqinf6w0znv.jpg,0.0015686027705669402
id_046yl0cxn3ybz.jpg,../../data/image/id_046yl0cxn3ybz.jpg,0.9999971866607666
id_04athdtx2abyg.jpg,../../data/image/id_04athdtx2abyg.jpg,2.6177991821896283e-05
id_062aauf9e9jk0.jpg,../../data/image/id_062aauf9e9jk0.jpg,0.00014839728974038734
id_0695b3b665yet.jpg,../../data/image/id_0695b3b665yet.jpg,2.2123201597423757e-05
id_06cueqs5yhekm.jpg,../../data/image/id_06cueqs5yhekm.jpg,0.9999963998794555
id_0826dbdkr8sxr.jpg,../../data/image/id_0826dbdkr8sxr.jpg,0.999993371963501
id_09re5drh85tbo.jpg,../../data/image/id_09re5drh85tbo.jpg,4.549082077573985e-05
id_0adud1myz8tvz.jpg,../../data/image/id_0adud1myz8tvz.jpg,0.00222873417660594
id_0ahjbw1wygbq0.jpg,../../data/image/id_0ahjbw1wygbq0.jpg,0.9999953985214234
id_0ap0rrztgzllj.jpg,../../data/image/id_0ap0rrztgzllj.jpg,0.9999844312667847
id_0b2h9azccxoll.jpg,../../data/image/id_0b2h9azccxoll.jpg,0.9999813079833985
id_0j5gba6po16ug.jpg,../../data/image/id_0j5gba6po16ug.jpg,0.008321031555533409
id_0jubas2zt3q5z.jpg,../../data/image/id_0jubas2zt3q5z.jpg,0.00564211243763566
id_0k22wddgzt1nz.jpg,../../data/image/id_0k22wddgzt1nz.jpg,0.9999972820281983
id_0l90ghtsslv6g.jpg,../../data/image/id_0l90ghtsslv6g.jpg,0.9999701499938964
id_0mjphd3r2uejx.jpg,../../data/image/id_0mjphd3r2uejx.jpg,0.9999942302703857
id_0mlta27hqmml3.jpg,../../data/image/id_0mlta27hqmml3.jpg,4.2765825128299184e-05
id_0myzqbh6fvzzv.jpg,../../data/image/id_0myzqbh6fvzzv.jpg,4.6553378706448714e-05
id_0npkw9g4y75oe.jpg,../../data/image/id_0npkw9g4y75oe.jpg,0.0005750294658355415
id_0plgnufxxsnpp.jpg,../../data/image/id_0plgnufxxsnpp.jpg,2.010825955949258e-05
id_0r2hd8hfafwbn.jpg,../../data/image/id_0r2hd8hfafwbn.jpg,2.8591587033588438e-05
id_0r98ohaux1wiy.jpg,../../data/image/id_0r98ohaux1wiy.jpg,1.5614119547535665e-05
id_0s5x8uduy6c3q.jpg,../../data/image/id_0s5x8uduy6c3q.jpg,0.999988603591919
id_0svp8i5wlcu3e.jpg,../../data/image/id_0svp8i5wlcu3e.jpg,0.00010824785349541343
id_0tux9izvn7umd.jpg,../../data/image/id_0tux9izvn7umd.jpg,0.9999972820281983
id_0uc478pv0o6g3.jpg,../../data/image/id_0uc478pv0o6g3.jpg,0.0001181113620987162
id_0uh3w9bijtewm.jpg,../../data/image/id_0uh3w9bijtewm.jpg,0.0003119062283076346
id_0ura3hsgv5zvi.jpg,../../data/image/id_0ura3hsgv5zvi.jpg,2.569442494859686e-05
id_0wetngr9zyqm6.jpg,../../data/image/id_0wetngr9zyqm6.jpg,0.00017068356537492947
id_0wj6be37uwbhi.jpg,../../data/image/id_0wj6be37uwbhi.jpg,4.0996368988999164e-05
id_0xkl0snlt2y3x.jpg,../../data/image/id_0xkl0snlt2y3x.jpg,0.999504804611206
id_0zkr6vtyvjnu9.jpg,../../data/image/id_0zkr6vtyvjnu9.jpg,0.00011867889988934622
id_11bvbznva2jo8.jpg,../../data/image/id_11bvbznva2jo8.jpg,0.0010005243064370006
id_12dyq23fuo9nq.jpg,../../data/image/id_12dyq23fuo9nq.jpg,0.9999925851821899
id_1324iqtjw043w.jpg,../../data/image/id_1324iqtjw043w.jpg,0.00018677847692742943
id_139an03qmrx59.jpg,../../data/image/id_139an03qmrx59.jpg,0.999992060661316
id_13havygrd3v4w.jpg,../../data/image/id_13havygrd3v4w.jpg,0.9999971628189087
id_13hd8j23lrhaj.jpg,../../data/image/id_13hd8j23lrhaj.jpg,0.9999849796295166
id_14tsub43bkzzz.jpg,../../data/image/id_14tsub43bkzzz.jpg,5.476088153955061e-05
id_16dnkud8qq8l2.jpg,../../data/image/id_16dnkud8qq8l2.jpg,0.9999917984008789
id_17p5cvdpraxdh.jpg,../../data/image/id_17p5cvdpraxdh.jpg,8.267451594292651e-05
id_19x6g4taktv13.jpg,../../data/image/id_19x6g4taktv13.jpg,0.9999967813491821
id_1cx6hh7ewgqgx.jpg,../../data/image/id_1cx6hh7ewgqgx.jpg,0.9999915599822998
id_1f5lcea4m8rnp.jpg,../../data/image/id_1f5lcea4m8rnp.jpg,0.999996280670166
id_1k9faouq62mox.jpg,../../data/image/id_1k9faouq62mox.jpg,0.9999964714050293
id_1l4h0vhnud0ic.jpg,../../data/image/id_1l4h0vhnud0ic.jpg,0.9999923229217529
id_1lpnu4rqt5b9f.jpg,../../data/image/id_1lpnu4rqt5b9f.jpg,0.0008414248353801667
id_1mg9d6um45a11.jpg,../../data/image/id_1mg9d6um45a11.jpg,0.9999927520751953
id_1mxmiinh3in5w.jpg,../../data/image/id_1mxmiinh3in5w.jpg,0.9999686479568481
id_1o0z9vydafcip.jpg,../../data/image/id_1o0z9vydafcip.jpg,0.9977898836135864
id_1oyut0pu9ttwn.jpg,../../data/image/id_1oyut0pu9ttwn.jpg,0.9999966621398926
id_1p57tw8nzazla.jpg,../../data/image/id_1p57tw8nzazla.jpg,7.691850478295237e-05
id_1pmxhqqn398l2.jpg,../../data/image/id_1pmxhqqn398l2.jpg,0.9999692440032959
id_1rb86b8diqbkw.jpg,../../data/image/id_1rb86b8diqbkw.jpg,0.9999977827072144
id_1u2q9ukp453ew.jpg,../../data/image/id_1u2q9ukp453ew.jpg,0.9999963521957398
id_1v75iehgemyt5.jpg,../../data/image/id_1v75iehgemyt5.jpg,0.9999943256378174
id_1v8w8sraqnbz2.jpg,../../data/image/id_1v8w8sraqnbz2.jpg,0.9999892473220825
id_1vzjypmfr35dl.jpg,../../data/image/id_1vzjypmfr35dl.jpg,0.9999904155731201
id_1wegwqn4mol4x.jpg,../../data/image/id_1wegwqn4mol4x.jpg,0.9999387979507446
id_1x288pfyh0tks.jpg,../../data/image/id_1x288pfyh0tks.jpg,0.9999582290649414
id_1yep96qak3c0q.jpg,../../data/image/id_1yep96qak3c0q.jpg,0.9999983549118042
id_1z0tnxk6yanpq.jpg,../../data/image/id_1z0tnxk6yanpq.jpg,4.444439255166799e-05
id_20msjfwkgnpj2.jpg,../../data/image/id_20msjfwkgnpj2.jpg,0.9998492121696472
id_23u2523twmk3x.jpg,../../data/image/id_23u2523twmk3x.jpg,3.49758513038978e-05
id_24kc7y2l44soo.jpg,../../data/image/id_24kc7y2l44soo.jpg,0.9999974489212036
id_24y48c27ilmqo.jpg,../../data/image/id_24y48c27ilmqo.jpg,0.0004099521524040028
id_25kjf9gx2oph6.jpg,../../data/image/id_25kjf9gx2oph6.jpg,0.9997942924499512
