Image_id,Label,image_path,fold,oof_0,oof_1
id_02amazy34fgh2.jpg,1,../../data/image/id_02amazy34fgh2.jpg,4,1.0760031727841124e-06,0.999998927116394
id_02mh3w48pmyc9.jpg,0,../../data/image/id_02mh3w48pmyc9.jpg,0,0.9997888207435608,0.00021115326671861112
id_02rpb463h9d3w.jpg,0,../../data/image/id_02rpb463h9d3w.jpg,2,0.9999936819076538,6.313508947641822e-06
id_02wc3jeeao8ol.jpg,1,../../data/image/id_02wc3jeeao8ol.jpg,1,5.481950211105868e-06,0.9999945163726807
id_03t2hapb8wz8p.jpg,1,../../data/image/id_03t2hapb8wz8p.jpg,1,3.91540233977139e-05,0.9999608993530273
id_04xrxyd43rlgz.jpg,0,../../data/image/id_04xrxyd43rlgz.jpg,1,0.9998565912246704,0.00014344330702442676
id_05gqx7h8y6iye.jpg,1,../../data/image/id_05gqx7h8y6iye.jpg,2,1.5449548300239258e-05,0.9999845027923584
id_06le9g89kqth5.jpg,1,../../data/image/id_06le9g89kqth5.jpg,3,3.5659825243783416e-06,0.9999964237213135
id_082w0qygo3eth.jpg,0,../../data/image/id_082w0qygo3eth.jpg,2,0.9998019337654114,0.00019805818737950176
id_086yvmu3nnvbe.jpg,1,../../data/image/id_086yvmu3nnvbe.jpg,4,1.8204484604211757e-06,0.9999982118606567
id_09v3am3ppzesz.jpg,0,../../data/image/id_09v3am3ppzesz.jpg,4,0.9999899864196777,1.0020638910646085e-05
id_0bbnpqpkpbod3.jpg,1,../../data/image/id_0bbnpqpkpbod3.jpg,1,0.0013307990739122033,0.9986692667007446
id_0bd0chrhwa88r.jpg,1,../../data/image/id_0bd0chrhwa88r.jpg,1,8.797333066468127e-06,0.9999911785125732
id_0d6mm3xcpbqkw.jpg,1,../../data/image/id_0d6mm3xcpbqkw.jpg,2,2.6814608645508997e-05,0.9999731779098511
id_0ff2fm63gzxvs.jpg,0,../../data/image/id_0ff2fm63gzxvs.jpg,0,0.9999608993530273,3.9053520595189184e-05
id_0g00jpbynmgfr.jpg,0,../../data/image/id_0g00jpbynmgfr.jpg,0,0.9994913339614868,0.0005085972370579839
id_0gur3rc3nuft9.jpg,0,../../data/image/id_0gur3rc3nuft9.jpg,1,0.999962568283081,3.740715328603983e-05
id_0k7gdyyx5zunr.jpg,1,../../data/image/id_0k7gdyyx5zunr.jpg,3,7.522822670580354e-06,0.9999924898147583
id_0klqzvk8id4bt.jpg,0,../../data/image/id_0klqzvk8id4bt.jpg,0,0.9915709495544434,0.008429055102169514
id_0mytnx3vd7ebk.jpg,0,../../data/image/id_0mytnx3vd7ebk.jpg,4,0.9998019337654114,0.00019810939556919038
id_0ncnn142aww4v.jpg,1,../../data/image/id_0ncnn142aww4v.jpg,0,4.525592430582037e-06,0.9999954700469971
id_0qm8i331u09jq.jpg,0,../../data/image/id_0qm8i331u09jq.jpg,1,0.999954104423523,4.5935699745314196e-05
id_0qrjnjx2nbbde.jpg,0,../../data/image/id_0qrjnjx2nbbde.jpg,1,0.9999575614929199,4.2476302041905e-05
id_0t41fhqaaqux9.jpg,0,../../data/image/id_0t41fhqaaqux9.jpg,4,0.9996867179870605,0.00031330925412476063
id_0t76933bwfswn.jpg,1,../../data/image/id_0t76933bwfswn.jpg,1,2.789189466056996e-06,0.9999972581863403
id_0t7gw6z26pabf.jpg,0,../../data/image/id_0t7gw6z26pabf.jpg,0,0.9998049139976501,0.00019512081053107977
id_0ub75edrc3qvg.jpg,1,../../data/image/id_0ub75edrc3qvg.jpg,3,1.078598688764032e-05,0.9999892711639404
id_0unlhj59tv0p4.jpg,0,../../data/image/id_0unlhj59tv0p4.jpg,3,0.9889454245567322,0.011054567992687225
id_0vn4379vhh52p.jpg,1,../../data/image/id_0vn4379vhh52p.jpg,4,2.575871803855989e-06,0.9999973773956299
id_0wq0ldha65pkf.jpg,0,../../data/image/id_0wq0ldha65pkf.jpg,3,0.9997344613075256,0.0002654794661793858
id_0wtod6711rn7r.jpg,0,../../data/image/id_0wtod6711rn7r.jpg,2,0.9999889135360718,1.1112629181297962e-05
id_0xb2nvq2kqdst.jpg,1,../../data/image/id_0xb2nvq2kqdst.jpg,3,0.0006040938314981759,0.9993958473205566
id_0yb73f56l5r4f.jpg,0,../../data/image/id_0yb73f56l5r4f.jpg,4,0.9999734163284302,2.6614012313075364e-05
id_0z6gb99lwj01f.jpg,0,../../data/image/id_0z6gb99lwj01f.jpg,0,0.9999371767044067,6.278535147430375e-05
id_0ztqu05sh2a8j.jpg,0,../../data/image/id_0ztqu05sh2a8j.jpg,2,0.9999514818191528,4.8485813749721274e-05
id_10gekjcx26yu7.jpg,0,../../data/image/id_10gekjcx26yu7.jpg,3,0.9997032284736633,0.00029677426209673285
id_10xmisqifmnpb.jpg,1,../../data/image/id_10xmisqifmnpb.jpg,2,1.667304604779929e-05,0.9999833106994629
id_10zte1vif5nq3.jpg,0,../../data/image/id_10zte1vif5nq3.jpg,3,0.998320996761322,0.001678929547779262
id_11udz3qrokt8s.jpg,0,../../data/image/id_11udz3qrokt8s.jpg,1,0.9992930889129639,0.000706857128534466
id_14ck0mycohnrq.jpg,1,../../data/image/id_14ck0mycohnrq.jpg,2,2.3621555556019302e-06,0.999997615814209
id_16cotxnq0qoa6.jpg,0,../../data/image/id_16cotxnq0qoa6.jpg,2,0.9959368705749512,0.004063074942678213
id_16kyc2v7gg2cv.jpg,0,../../data/image/id_16kyc2v7gg2cv.jpg,3,0.9999682903289795,3.170271520502865e-05
id_17nhiabonivgh.jpg,0,../../data/image/id_17nhiabonivgh.jpg,2,0.9999865293502808,1.3477431821229402e-05
id_17psh8ks6gq3j.jpg,1,../../data/image/id_17psh8ks6gq3j.jpg,0,2.081562115563429e-06,0.9999979734420776
